country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","06-03-2025 18:00:00",19.222279,72.957979,PM2.5,46,97,69
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","06-03-2025 18:00:00",19.222279,72.957979,PM10,76,105,93
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","06-03-2025 18:00:00",19.222279,72.957979,NH3,6,25,12
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","06-03-2025 18:00:00",19.222279,72.957979,CO,10,48,25
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","06-03-2025 18:00:00",19.222279,72.957979,OZONE,7,168,109
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","06-03-2025 18:00:00",19.235581,73.159121,SO2,3,16,7
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","06-03-2025 18:00:00",19.4458210,72.7988231,SO2,NA,NA,NA
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM","06-03-2025 18:00:00",18.664282,73.763966,OZONE,1,93,69
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","06-03-2025 18:00:00"," 16.5038",74.3623,PM10,20,119,59
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","06-03-2025 18:00:00",17.65439,75.90649,CO,11,93,21
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB","06-03-2025 18:00:00",17.6599188,75.9063906,PM2.5,56,80,61
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB","06-03-2025 18:00:00",17.6599188,75.9063906,NO2,54,55,55
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM","06-03-2025 18:00:00",18.605770,73.749976,NO2,88,201,138
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM","06-03-2025 18:00:00",18.605770,73.749976,OZONE,4,202,133
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM","06-03-2025 18:00:00",18.459883,73.852193,PM2.5,31,99,64
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM","06-03-2025 18:00:00",18.459883,73.852193,OZONE,2,132,109
India,Maharashtra,Pune,"Hadapsar, Pune - IITM","06-03-2025 18:00:00",18.501793,73.927532,CO,53,80,64
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","06-03-2025 18:00:00",18.573040,73.927715,PM10,125,158,142
India,Nagaland,Kohima,"PWD Juction, Kohima - NPCB","06-03-2025 18:00:00",25.6635413,94.0989878,NH3,1,1,1
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","06-03-2025 18:00:00",20.832874,85.104082,NH3,2,5,3
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","06-03-2025 18:00:00",20.832874,85.104082,SO2,7,25,15
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","06-03-2025 18:00:00",21.51161,86.89088,OZONE,7,164,133
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","06-03-2025 18:00:00",22.1166054,85.3945546,PM2.5,7,167,60
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","06-03-2025 18:00:00",19.0630,73.1209,NO2,NA,NA,NA
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","06-03-2025 18:00:00",19.0630,73.1209,CO,16,43,22
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","06-03-2025 18:00:00",19.0630,73.1209,OZONE,6,157,104
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","06-03-2025 18:00:00",19.265594,76.761463,PM10,NA,NA,NA
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB","06-03-2025 18:00:00",25.5586,91.8985,SO2,5,8,7
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB","06-03-2025 18:00:00",25.5586,91.8985,OZONE,2,43,10
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","06-03-2025 18:00:00",23.7176342,92.7192841,PM2.5,9,35,19
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","06-03-2025 18:00:00",18.547056,73.826908,PM2.5,41,70,56
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","06-03-2025 18:00:00",31.620000,74.876512,PM10,20,96,59
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","06-03-2025 18:00:00",31.620000,74.876512,NH3,6,7,7
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","06-03-2025 18:00:00",31.321907,75.578914,NO2,20,26,24
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","06-03-2025 18:00:00",31.321907,75.578914,NH3,2,4,3
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","06-03-2025 18:00:00",31.321907,75.578914,CO,30,40,34
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","06-03-2025 18:00:00","30.736056 ",76.209694,PM10,38,110,68
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","06-03-2025 18:00:00","30.736056 ",76.209694,NO2,27,30,28
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","06-03-2025 18:00:00",30.9028,75.8086,NO2,21,23,22
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","06-03-2025 18:00:00",30.9028,75.8086,NH3,4,5,4
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","06-03-2025 18:00:00",30.649961,76.331442,PM2.5,23,172,76
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","06-03-2025 18:00:00",30.649961,76.331442,PM10,25,134,76
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","06-03-2025 18:00:00",22.220833,84.809444,SO2,3,15,7
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","06-03-2025 18:00:00",22.220833,84.809444,OZONE,2,63,44
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB","06-03-2025 18:00:00",22.24500000,84.88111111,PM2.5,NA,NA,NA
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB","06-03-2025 18:00:00",22.24500000,84.88111111,NO2,NA,NA,NA
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB","06-03-2025 18:00:00",21.606865,85.510538,PM10,40,106,68
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","06-03-2025 18:00:00",20.9360711,85.1707021,PM2.5,35,342,226
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","06-03-2025 18:00:00",21.869985,85.167016,PM10,68,132,98
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","06-03-2025 18:00:00",11.9309,79.8027,PM2.5,3,76,34
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","06-03-2025 18:00:00",11.9309,79.8027,NO2,7,24,14
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","06-03-2025 18:00:00",27.215415,77.50873,CO,9,58,19
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","06-03-2025 18:00:00",27.215415,77.50873,OZONE,47,120,104
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","06-03-2025 18:00:00",25.339605,74.618883,OZONE,10,65,56
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","06-03-2025 18:00:00",28.194909,76.862296,PM2.5,54,169,90
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","06-03-2025 18:00:00",28.207266,76.829265,PM10,43,172,84
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","06-03-2025 18:00:00",28.207266,76.829265,CO,8,36,13
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","06-03-2025 18:00:00",28.207266,76.829265,OZONE,55,123,99
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","06-03-2025 18:00:00",28.018792,73.292658,PM2.5,12,85,46
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","06-03-2025 18:00:00","20.48891     ","85.84768     ",OZONE,33,254,254
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","06-03-2025 18:00:00",21.643900,85.599355,PM10,42,129,90
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","06-03-2025 18:00:00",21.643900,85.599355,NH3,5,8,6
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","06-03-2025 18:00:00",21.847279,85.416905,PM2.5,31,92,66
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","06-03-2025 18:00:00",21.847279,85.416905,NO2,28,67,44
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","06-03-2025 18:00:00",22.265816,86.174829,SO2,2,17,10
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","06-03-2025 18:00:00",22.1166054,85.3945546,SO2,9,49,25
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","06-03-2025 18:00:00",22.1166054,85.3945546,CO,24,56,30
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","06-03-2025 18:00:00",20.240790,85.836784,NO2,20,50,30
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","06-03-2025 18:00:00",20.34652,85.81630,PM10,76,239,135
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","06-03-2025 18:00:00",22.06156703,85.47409613,OZONE,24,32,29
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","06-03-2025 18:00:00",30.649961,76.331442,NH3,7,7,7
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","06-03-2025 18:00:00",30.649961,76.331442,OZONE,45,54,51
India,Punjab,Patiala,"Model Town, Patiala - PPCB","06-03-2025 18:00:00",30.349388,76.366642,CO,21,36,31
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","06-03-2025 18:00:00",31.0325454,76.5623046,NO2,14,19,17
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","06-03-2025 18:00:00",20.94185,86.11510,PM10,66,196,115
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","06-03-2025 18:00:00",20.94185,86.11510,NH3,2,4,3
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","06-03-2025 18:00:00",20.94185,86.11510,OZONE,24,208,198
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","06-03-2025 18:00:00","20.48891     ","85.84768     ",NO2,18,72,39
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","06-03-2025 18:00:00","20.48891     ","85.84768     ",SO2,11,56,27
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","06-03-2025 18:00:00",25.106006,76.469948,OZONE,12,100,84
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","06-03-2025 18:00:00",25.747299,71.393989,CO,13,78,33
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","06-03-2025 18:00:00",27.215415,77.50873,PM2.5,7,86,32
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","06-03-2025 18:00:00",27.215415,77.50873,NH3,2,5,3
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","06-03-2025 18:00:00",27.554793,76.611536,PM2.5,20,58,38
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","06-03-2025 18:00:00",27.554793,76.611536,PM10,55,100,73
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","06-03-2025 18:00:00",27.554793,76.611536,NH3,8,16,13
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","06-03-2025 18:00:00",29.610750,74.283608,SO2,9,27,14
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","06-03-2025 18:00:00",29.610750,74.283608,OZONE,39,80,70
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","06-03-2025 18:00:00",26.902909,75.836858,NO2,17,93,47
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","06-03-2025 18:00:00",26.902909,75.836858,CO,18,64,37
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","06-03-2025 18:00:00",26.843698,75.766894,NO2,8,85,40
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","06-03-2025 18:00:00",26.9164092,75.7994901,OZONE,11,46,36
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","06-03-2025 18:00:00",26.786682,75.827928,PM2.5,8,303,56
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","06-03-2025 18:00:00",26.786682,75.827928,PM10,50,299,111
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","06-03-2025 18:00:00",24.885261,72.857549,NO2,8,110,38
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","06-03-2025 18:00:00",24.885261,72.857549,NH3,2,4,3
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","06-03-2025 18:00:00",29.931624,73.864511,NH3,11,13,12
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","06-03-2025 18:00:00",29.931624,73.864511,SO2,1,8,3
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","06-03-2025 18:00:00",29.931624,73.864511,CO,21,46,34
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","06-03-2025 18:00:00",26.159933,75.780517,NH3,3,6,4
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","06-03-2025 18:00:00",24.5886166,73.6321397,NO2,35,39,37
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","06-03-2025 18:00:00",24.5886166,73.6321397,OZONE,3,74,60
India,TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB","06-03-2025 18:00:00",12.8777316,80.0834807,CO,20,22,20
India,TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB","06-03-2025 18:00:00",12.8777316,80.0834807,OZONE,5,6,6
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","06-03-2025 18:00:00",12.9099161,80.1076538,PM10,44,113,63
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB","06-03-2025 18:00:00",13.0664,"80.2112 ",SO2,3,102,12
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB","06-03-2025 18:00:00",13.1278,80.2642,NO2,12,44,20
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB","06-03-2025 18:00:00",13.1278,80.2642,OZONE,5,70,45
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","06-03-2025 18:00:00",13.1662,80.2584,NO2,NA,NA,NA
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","06-03-2025 18:00:00",25.036360,73.883502,CO,4,55,13
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","06-03-2025 18:00:00",25.036360,73.883502,OZONE,33,110,93
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","06-03-2025 18:00:00",26.031443,76.359327,OZONE,15,130,104
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","06-03-2025 18:00:00",27.608912,75.153302,PM2.5,8,276,54
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","06-03-2025 18:00:00",27.608912,75.153302,NO2,16,57,31
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","06-03-2025 18:00:00",27.608912,75.153302,NH3,4,9,6
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","06-03-2025 18:00:00",25.435774,75.644272,PM10,51,205,97
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","06-03-2025 18:00:00",24.892047,74.623527,PM2.5,17,171,52
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","06-03-2025 18:00:00",26.895552,76.334753,NO2,29,82,54
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","06-03-2025 18:00:00",26.699557,77.898881,PM2.5,4,48,22
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","06-03-2025 18:00:00",26.699557,77.898881,NH3,4,6,5
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","06-03-2025 18:00:00",24.588397,76.172782,NO2,11,84,25
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","06-03-2025 18:00:00",24.588397,76.172782,OZONE,13,96,81
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","06-03-2025 18:00:00",28.108988,75.386577,OZONE,38,99,86
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","06-03-2025 18:00:00",26.268249,73.0193853,PM2.5,24,307,120
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","06-03-2025 18:00:00",26.215415,73.070156,NO2,8,83,39
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","06-03-2025 18:00:00",26.215415,73.070156,SO2,1,13,4
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","06-03-2025 18:00:00",26.215415,73.070156,CO,11,74,22
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","06-03-2025 18:00:00",26.358805,73.047444,CO,6,26,11
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","06-03-2025 18:00:00",26.253384,72.976571,PM10,31,146,89
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","06-03-2025 18:00:00",26.253384,72.976571,NH3,5,11,8
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","06-03-2025 18:00:00",26.253384,72.976571,SO2,2,18,5
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","06-03-2025 18:00:00",25.14389,75.821256,PM2.5,NA,NA,NA
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","06-03-2025 18:00:00",25.14389,75.821256,NO2,NA,NA,NA
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","06-03-2025 18:00:00",25.14389,75.821256,CO,16,108,70
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","06-03-2025 18:00:00",27.213494,73.734444,SO2,6,101,20
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","06-03-2025 18:00:00",25.771061," 73.340227",PM10,67,158,120
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","06-03-2025 18:00:00",26.786682,75.827928,OZONE,3,65,54
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","06-03-2025 18:00:00",26.960669,75.771817,PM10,NA,NA,NA
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","06-03-2025 18:00:00",26.960669,75.771817,NO2,NA,NA,NA
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","06-03-2025 18:00:00",26.912329,70.909168,PM2.5,8,106,32
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","06-03-2025 18:00:00",26.912329,70.909168,OZONE,3,97,88
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","06-03-2025 18:00:00",9.559382,77.948828,SO2,19,25,20
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","06-03-2025 18:00:00",9.559382,77.948828,OZONE,1,3,2
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","06-03-2025 18:00:00",17.540891,78.358528,PM2.5,15,97,57
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","06-03-2025 18:00:00",17.540891,78.358528,NH3,2,6,4
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","06-03-2025 18:00:00",17.540891,78.358528,SO2,4,10,7
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","06-03-2025 18:00:00",17.460103,78.334361,SO2,6,47,20
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","06-03-2025 18:00:00",17.470431,78.566959,PM10,68,82,75
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","06-03-2025 18:00:00",17.470431,78.566959,NO2,19,54,33
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","06-03-2025 18:00:00",17.518400,78.278777,PM2.5,25,188,107
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","06-03-2025 18:00:00",13.1662,80.2584,SO2,15,22,18
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","06-03-2025 18:00:00",13.1662,80.2584,OZONE,34,58,42
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","06-03-2025 18:00:00",13.164544,80.26285,PM10,51,116,69
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","06-03-2025 18:00:00",13.164544,80.26285,NH3,7,8,7
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","06-03-2025 18:00:00",12.9533,80.2357,NO2,6,12,9
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","06-03-2025 18:00:00",12.9533,80.2357,SO2,1,9,5
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","06-03-2025 18:00:00",13.0052189,80.2398125,PM2.5,21,90,49
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","06-03-2025 18:00:00",13.0052189,80.2398125,CO,29,31,30
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","06-03-2025 18:00:00",11.0328,77.0349,PM2.5,50,106,81
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","06-03-2025 18:00:00",11.4068288,76.7138973,NO2,NA,NA,NA
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","06-03-2025 18:00:00",11.4068288,76.7138973,SO2,22,23,23
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB","06-03-2025 18:00:00",10.681158,78.741746,PM10,32,65,43
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB","06-03-2025 18:00:00",10.681158,78.741746,NO2,10,10,10
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","06-03-2025 18:00:00",11.258242,77.552761,OZONE,10,14,12
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","06-03-2025 18:00:00",10.423417,78.784889,NH3,2,4,3
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","06-03-2025 18:00:00",9.36399,78.831977,PM2.5,17,71,37
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","06-03-2025 18:00:00",13.4127,80.1081,SO2,2,113,33
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB","06-03-2025 18:00:00",10.967820,78.080882,CO,12,18,15
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB","06-03-2025 18:00:00",10.967820,78.080882,OZONE,16,20,18
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","06-03-2025 18:00:00",9.865935,78.022669,NO2,16,16,16
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB","06-03-2025 18:00:00",10.798548,79.838212,NO2,4,5,5
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","06-03-2025 18:00:00",11.4068288,76.7138973,PM2.5,53,217,87
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","06-03-2025 18:00:00",9.36399,78.831977,CO,2,7,5
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","06-03-2025 18:00:00",9.36399,78.831977,OZONE,13,15,14
India,TamilNadu,Ranipet,"VOC Nagar_SIPCOT, Ranipet - TNPCB","06-03-2025 18:00:00",12.952707,79.30394,NH3,NA,NA,NA
India,TamilNadu,Ranipet,"VOC Nagar_SIPCOT, Ranipet - TNPCB","06-03-2025 18:00:00",12.952707,79.30394,SO2,NA,NA,NA
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB","06-03-2025 18:00:00",11.679111,78.125052,PM2.5,NA,NA,NA
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB","06-03-2025 18:00:00",11.679111,78.125052,NO2,NA,NA,NA
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB","06-03-2025 18:00:00",10.7654824,79.1389968,CO,4,7,6
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB","06-03-2025 18:00:00",10.830158,78.691849,PM2.5,32,90,53
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB","06-03-2025 18:00:00",10.830158,78.691849,PM10,40,112,67
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB","06-03-2025 18:00:00",10.830158,78.691849,NH3,1,1,1
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB","06-03-2025 18:00:00",10.830158,78.691849,CO,91,94,92
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB","06-03-2025 18:00:00",8.728442,77.6962,PM2.5,17,33,27
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB","06-03-2025 18:00:00",8.728442,77.6962,SO2,14,30,20
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","06-03-2025 18:00:00",10.942451,76.978996,NO2,1,22,5
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB","06-03-2025 18:00:00",11.6829898,79.7532099,PM10,28,74,44
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB","06-03-2025 18:00:00",11.6829898,79.7532099,CO,2,15,8
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB","06-03-2025 18:00:00",10.358535,77.984321,PM2.5,53,191,80
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","06-03-2025 18:00:00",17.429398,78.569354,CO,20,34,26
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","06-03-2025 18:00:00",17.528544,78.286195,CO,12,45,18
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","06-03-2025 18:00:00",17.417094,78.457437,PM10,69,83,74
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","06-03-2025 18:00:00",17.585705,78.126199,NO2,12,15,13
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","06-03-2025 18:00:00",17.393559,78.339194,NO2,13,16,14
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","06-03-2025 18:00:00",17.393559,78.339194,SO2,9,15,13
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","06-03-2025 18:00:00",17.393559,78.339194,OZONE,4,87,74
